payment_id,order_id,payment_method,amount,status,transaction_date,failure_reason,refund_amount
PAY_0070176,ORD_0070176,Credit Card,236.2,Partially Refunded,2024-02-02,,163.7
PAY_0070177,ORD_0070177,Debit Card,118.5,Completed,2024-04-06,,0.0
PAY_0070178,ORD_0070178,Apple Pay,274.59,Pending,2024-04-16,,0.0
PAY_0070179,ORD_0070179,PayPal,78.54,Partially Refunded,2024-04-24,,32.89
PAY_0070180,ORD_0070180,PayPal,59.92,Completed,2024-07-17,,0.0
PAY_0070181,ORD_0070181,Credit Card,197.16,Completed,2024-08-25,,0.0
PAY_0070182,ORD_0070182,Apple Pay,47.76,Partially Refunded,2024-10-02,,45.04
PAY_0070183,ORD_0070183,Credit Card,425.41,Completed,2024-11-21,,0.0
PAY_0070184,ORD_0070184,Credit Card,714.42,Completed,2024-07-05,,0.0
PAY_0070185,ORD_0070185,Credit Card,62.52,Refunded,2024-11-14,,49.51
PAY_0070186,ORD_0070186,Credit Card,95.35,Completed,2024-11-17,,0.0
PAY_0070187,ORD_0070187,Credit Card,119.73,Completed,2024-10-16,,0.0
PAY_0070188,ORD_0070188,Apple Pay,30.54,Completed,2024-05-20,,0.0
PAY_0070189,ORD_0070189,Credit Card,76.96,Completed,2024-06-05,,0.0
PAY_0070190,ORD_0070190,Klarna,119.06,Pending,2024-07-03,,0.0
PAY_0070191,ORD_0070191,Klarna,119.08,Completed,2024-07-07,,0.0
PAY_0070192,ORD_0070192,Credit Card,359.09,Completed,2024-10-11,,0.0
PAY_0070193,ORD_0070193,PayPal,173.02,Refunded,2024-10-28,,59.79
PAY_0070194,ORD_0070194,Credit Card,160.94,Partially Refunded,2023-04-12,,107.34
PAY_0070195,ORD_0070195,PayPal,94.37,Authorized,2023-06-01,,0.0
PAY_0070196,ORD_0070196,Credit Card,51.84,Completed,2023-06-04,,0.0
PAY_0070197,ORD_0070197,Credit Card,117.17,Completed,2023-09-08,,0.0
PAY_0070198,ORD_0070198,Credit Card,244.2,Completed,2023-10-09,,0.0
PAY_0070199,ORD_0070199,Klarna,169.64,Completed,2023-10-24,,0.0
PAY_0070200,ORD_0070200,Credit Card,118.02,Completed,2024-01-22,,0.0
PAY_0070201,ORD_0070201,Credit Card,93.71,Completed,2024-05-03,,0.0
PAY_0070202,ORD_0070202,Debit Card,118.71,Completed,2024-05-09,,0.0
PAY_0070203,ORD_0070203,Credit Card,52.88,Completed,2024-08-29,,0.0
PAY_0070204,ORD_0070204,Debit Card,92.04,Partially Refunded,2024-11-24,,41.71
PAY_0070205,ORD_0070205,Klarna,73.38,Completed,2024-11-06,,0.0
PAY_0070206,ORD_0070206,PayPal,158.7,Completed,2024-12-29,,0.0
PAY_0070207,ORD_0070207,Credit Card,118.0,Completed,2024-01-18,,0.0
PAY_0070208,ORD_0070208,Credit Card,53.08,Authorized,2024-10-25,,0.0
PAY_0070209,ORD_0070209,Credit Card,166.09,Completed,2024-11-22,,0.0
PAY_0070210,ORD_0070210,Debit Card,236.95,Completed,2024-04-02,,0.0
PAY_0070211,ORD_0070211,Debit Card,191.97,Completed,2024-05-25,,0.0
PAY_0070212,ORD_0070212,Debit Card,60.75,Completed,2024-05-01,,0.0
PAY_0070213,ORD_0070213,PayPal,119.48,Partially Refunded,2024-09-07,,81.95
PAY_0070214,ORD_0070214,Credit Card,119.72,Completed,2024-10-15,,0.0
PAY_0070215,ORD_0070215,Apple Pay,53.87,Partially Refunded,2023-02-04,,49.97
PAY_0070216,ORD_0070216,Credit Card,19.18,Pending,2023-07-04,,0.0
PAY_0070217,ORD_0070217,Klarna,54.49,Partially Refunded,2023-10-03,,45.87
PAY_0070218,ORD_0070218,Credit Card,52.24,Completed,2023-12-23,,0.0
PAY_0070219,ORD_0070219,Credit Card,355.07,Failed,2024-03-14,Card declined,0.0
PAY_0070220,ORD_0070220,Apple Pay,163.54,Completed,2024-02-03,,0.0
PAY_0070221,ORD_0070221,PayPal,118.34,Partially Refunded,2024-03-10,,70.79
PAY_0070222,ORD_0070222,Credit Card,118.28,Completed,2024-03-03,,0.0
PAY_0070223,ORD_0070223,Credit Card,118.42,Completed,2024-03-24,,0.0
PAY_0070224,ORD_0070224,Credit Card,119.01,Pending,2024-06-25,,0.0
PAY_0070225,ORD_0070225,Credit Card,55.36,Partially Refunded,2024-07-14,,36.79
PAY_0070226,ORD_0070226,Apple Pay,476.58,Completed,2024-07-17,,0.0
PAY_0070227,ORD_0070227,PayPal,248.44,Completed,2024-11-16,,0.0
PAY_0070228,ORD_0070228,Credit Card,53.14,Completed,2024-12-28,,0.0
PAY_0070229,ORD_0070229,Credit Card,149.02,Completed,2023-12-24,,0.0
PAY_0070230,ORD_0070230,Debit Card,236.02,Partially Refunded,2024-01-20,,215.6
PAY_0070231,ORD_0070231,Apple Pay,118.48,Completed,2024-04-02,,0.0
PAY_0070232,ORD_0070232,Klarna,237.77,Completed,2024-06-06,,0.0
PAY_0070233,ORD_0070233,Credit Card,80.31,Completed,2024-08-11,,0.0
PAY_0070234,ORD_0070234,Credit Card,55.35,Completed,2024-09-04,,0.0
PAY_0070235,ORD_0070235,Credit Card,351.51,Completed,2024-10-18,,0.0
PAY_0070236,ORD_0070236,PayPal,83.35,Completed,2024-10-28,,0.0
PAY_0070237,ORD_0070237,PayPal,53.02,Partially Refunded,2024-11-25,,23.04
PAY_0070238,ORD_0070238,Credit Card,52.75,Completed,2024-06-10,,0.0
PAY_0070239,ORD_0070239,Debit Card,60.91,Completed,2024-06-25,,0.0
PAY_0070240,ORD_0070240,Credit Card,360.09,Completed,2024-12-04,,0.0
PAY_0070241,ORD_0070241,Apple Pay,73.37,Completed,2024-12-10,,0.0
PAY_0070242,ORD_0070242,Debit Card,60.37,Completed,2024-12-19,,0.0
PAY_0070243,ORD_0070243,Klarna,53.15,Completed,2024-11-21,,0.0
PAY_0070244,ORD_0070244,Klarna,160.34,Authorized,2023-02-03,,0.0
PAY_0070245,ORD_0070245,Apple Pay,116.05,Completed,2023-03-15,,0.0
PAY_0070246,ORD_0070246,PayPal,349.08,Completed,2023-05-03,,0.0
PAY_0070247,ORD_0070247,Apple Pay,94.56,Refunded,2023-07-09,,38.67
PAY_0070248,ORD_0070248,Debit Card,155.65,Completed,2024-06-25,,0.0
PAY_0070249,ORD_0070249,PayPal,239.18,Completed,2024-09-25,,0.0
PAY_0070250,ORD_0070250,Credit Card,48.87,Completed,2024-10-12,,0.0
PAY_0070251,ORD_0070251,Credit Card,82.09,Partially Refunded,2024-12-08,,75.83
PAY_0070252,ORD_0070252,Credit Card,117.7,Completed,2023-12-01,,0.0
PAY_0070253,ORD_0070253,PayPal,71.57,Partially Refunded,2024-02-18,,29.87
PAY_0070254,ORD_0070254,PayPal,220.0,Completed,2024-06-17,,0.0
PAY_0070255,ORD_0070255,Apple Pay,220.38,Completed,2024-10-26,,0.0
PAY_0070256,ORD_0070256,Credit Card,45.71,Completed,2024-12-23,,0.0
PAY_0070257,ORD_0070257,Credit Card,117.7,Failed,2023-12-02,Fraud flag,0.0
PAY_0070258,ORD_0070258,Credit Card,235.61,Pending,2023-12-19,,0.0
PAY_0070259,ORD_0070259,Credit Card,52.48,Completed,2024-02-21,,0.0
PAY_0070260,ORD_0070260,PayPal,34.52,Completed,2024-03-29,,0.0
PAY_0070261,ORD_0070261,Credit Card,46.53,Authorized,2024-04-26,,0.0
PAY_0070262,ORD_0070262,Credit Card,52.83,Completed,2024-07-13,,0.0
PAY_0070263,ORD_0070263,Credit Card,61.02,Completed,2024-08-02,,0.0
PAY_0070264,ORD_0070264,Apple Pay,231.03,Completed,2024-10-02,,0.0
PAY_0070265,ORD_0070265,Klarna,203.1,Partially Refunded,2024-10-24,,200.71
PAY_0070266,ORD_0070266,Credit Card,28.47,Authorized,2024-10-29,,0.0
PAY_0070267,ORD_0070267,Debit Card,116.81,Completed,2023-07-14,,0.0
PAY_0070268,ORD_0070268,PayPal,94.74,Completed,2024-08-13,,0.0
PAY_0070269,ORD_0070269,Klarna,73.47,Pending,2024-12-02,,0.0
PAY_0070270,ORD_0070270,Credit Card,117.54,Completed,2023-11-05,,0.0
PAY_0070271,ORD_0070271,Debit Card,51.97,Refunded,2023-07-29,,43.82
PAY_0070272,ORD_0070272,PayPal,441.31,Completed,2023-08-25,,0.0
PAY_0070273,ORD_0070273,Debit Card,52.12,Completed,2023-09-28,,0.0
PAY_0070274,ORD_0070274,Credit Card,52.23,Partially Refunded,2023-12-15,,22.27
PAY_0070275,ORD_0070275,Debit Card,52.36,Completed,2024-01-04,,0.0
PAY_0070276,ORD_0070276,Debit Card,182.58,Completed,2024-01-28,,0.0
PAY_0070277,ORD_0070277,Klarna,92.09,Completed,2024-02-25,,0.0
PAY_0070278,ORD_0070278,Klarna,52.73,Completed,2024-07-22,,0.0
PAY_0070279,ORD_0070279,Credit Card,60.22,Partially Refunded,2024-10-24,,38.52
PAY_0070280,ORD_0070280,Apple Pay,72.16,Completed,2024-12-12,,0.0
PAY_0070281,ORD_0070281,Apple Pay,61.39,Completed,2024-12-09,,0.0
PAY_0070282,ORD_0070282,PayPal,236.71,Completed,2024-03-15,,0.0
PAY_0070283,ORD_0070283,Klarna,349.1,Completed,2024-10-04,,0.0
PAY_0070284,ORD_0070284,Debit Card,207.87,Authorized,2023-10-27,,0.0
PAY_0070285,ORD_0070285,Credit Card,61.13,Completed,2024-09-08,,0.0
PAY_0070286,ORD_0070286,Credit Card,239.0,Authorized,2024-09-11,,0.0
PAY_0070287,ORD_0070287,Credit Card,73.55,Pending,2024-12-26,,0.0
PAY_0070288,ORD_0070288,Debit Card,118.04,Pending,2024-01-25,,0.0
PAY_0070289,ORD_0070289,Debit Card,118.09,Completed,2024-01-31,,0.0
PAY_0070290,ORD_0070290,Credit Card,118.44,Completed,2024-03-28,,0.0
PAY_0070291,ORD_0070291,Debit Card,638.5,Refunded,2024-04-18,,248.17
PAY_0070292,ORD_0070292,PayPal,26.17,Completed,2024-05-24,,0.0
PAY_0070293,ORD_0070293,PayPal,119.12,Completed,2024-07-13,,0.0
PAY_0070294,ORD_0070294,Debit Card,119.85,Completed,2024-11-04,,0.0
PAY_0070295,ORD_0070295,Credit Card,52.32,Partially Refunded,2023-12-18,,49.85
PAY_0070296,ORD_0070296,Debit Card,236.04,Partially Refunded,2024-01-21,,139.29
PAY_0070297,ORD_0070297,Credit Card,115.58,Pending,2024-05-14,,0.0
PAY_0070298,ORD_0070298,Credit Card,141.18,Completed,2024-11-18,,0.0
PAY_0070299,ORD_0070299,Credit Card,82.86,Partially Refunded,2024-11-25,,50.06
PAY_0070300,ORD_0070300,PayPal,314.16,Completed,2023-12-11,,0.0
PAY_0070301,ORD_0070301,PayPal,170.37,Completed,2024-01-13,,0.0
PAY_0070302,ORD_0070302,Apple Pay,236.93,Completed,2024-03-31,,0.0
PAY_0070303,ORD_0070303,Credit Card,72.0,Completed,2024-06-19,,0.0
PAY_0070304,ORD_0070304,Credit Card,52.92,Partially Refunded,2024-08-22,,27.1
PAY_0070305,ORD_0070305,Debit Card,373.47,Partially Refunded,2024-09-06,,238.64
PAY_0070306,ORD_0070306,Apple Pay,167.86,Completed,2024-09-09,,0.0
PAY_0070307,ORD_0070307,Credit Card,177.22,Completed,2024-10-02,,0.0
PAY_0070308,ORD_0070308,PayPal,83.37,Completed,2024-10-31,,0.0
PAY_0070309,ORD_0070309,Debit Card,79.58,Partially Refunded,2024-11-03,,48.22
PAY_0070310,ORD_0070310,Debit Card,46.99,Partially Refunded,2024-12-04,,15.0
PAY_0070311,ORD_0070311,Credit Card,51.9,Completed,2023-06-26,,0.0
PAY_0070312,ORD_0070312,PayPal,161.62,Refunded,2023-06-29,,125.98
PAY_0070313,ORD_0070313,Credit Card,52.16,Authorized,2023-10-13,,0.0
PAY_0070314,ORD_0070314,PayPal,90.5,Completed,2023-11-18,,0.0
PAY_0070315,ORD_0070315,Credit Card,52.41,Completed,2024-01-27,,0.0
PAY_0070316,ORD_0070316,Credit Card,163.51,Completed,2024-01-30,,0.0
PAY_0070317,ORD_0070317,Debit Card,60.78,Partially Refunded,2024-05-11,,18.3
PAY_0070318,ORD_0070318,Credit Card,82.93,Refunded,2024-09-18,,82.31
PAY_0070319,ORD_0070319,Credit Card,165.78,Partially Refunded,2024-10-19,,52.51
PAY_0070320,ORD_0070320,PayPal,119.83,Completed,2024-11-02,,0.0
PAY_0070321,ORD_0070321,PayPal,73.44,Failed,2024-12-30,Card declined,0.0
PAY_0070322,ORD_0070322,Credit Card,117.29,Completed,2023-11-23,,0.0
PAY_0070323,ORD_0070323,Credit Card,95.34,Completed,2023-12-07,,0.0
PAY_0070324,ORD_0070324,Credit Card,253.67,Partially Refunded,2023-12-10,,100.26
PAY_0070325,ORD_0070325,Credit Card,118.28,Completed,2024-03-03,,0.0
PAY_0070326,ORD_0070326,Credit Card,55.02,Completed,2024-04-27,,0.0
PAY_0070327,ORD_0070327,Credit Card,35.56,Authorized,2024-05-02,,0.0
PAY_0070328,ORD_0070328,Credit Card,72.36,Completed,2024-10-02,,0.0
PAY_0070329,ORD_0070329,Debit Card,73.5,Completed,2024-12-08,,0.0
PAY_0070330,ORD_0070330,Credit Card,56.0,Completed,2024-12-22,,0.0
PAY_0070331,ORD_0070331,Apple Pay,51.78,Partially Refunded,2023-05-10,,32.12
PAY_0070332,ORD_0070332,Debit Card,284.74,Completed,2023-05-24,,0.0
PAY_0070333,ORD_0070333,PayPal,236.41,Completed,2024-02-19,,0.0
PAY_0070334,ORD_0070334,Debit Card,163.88,Completed,2024-03-12,,0.0
PAY_0070335,ORD_0070335,Credit Card,119.46,Partially Refunded,2024-09-05,,72.38
PAY_0070336,ORD_0070336,Credit Card,55.4,Completed,2024-09-19,,0.0
PAY_0070337,ORD_0070337,Credit Card,75.54,Partially Refunded,2023-05-21,,38.77
PAY_0070338,ORD_0070338,Credit Card,206.31,Refunded,2023-07-26,,150.84
PAY_0070339,ORD_0070339,PayPal,135.24,Partially Refunded,2023-09-08,,123.87
PAY_0070340,ORD_0070340,Debit Card,118.03,Completed,2024-01-23,,0.0
PAY_0070341,ORD_0070341,Credit Card,117.77,Completed,2023-12-14,,0.0
PAY_0070342,ORD_0070342,Credit Card,97.65,Partially Refunded,2023-12-14,,53.92
PAY_0070343,ORD_0070343,Debit Card,273.39,Partially Refunded,2024-03-27,,151.88
PAY_0070344,ORD_0070344,Credit Card,462.62,Authorized,2024-06-17,,0.0
PAY_0070345,ORD_0070345,Credit Card,73.03,Refunded,2024-08-25,,34.64
PAY_0070346,ORD_0070346,Credit Card,60.93,Completed,2024-06-28,,0.0
PAY_0070347,ORD_0070347,Apple Pay,48.98,Completed,2024-11-28,,0.0
PAY_0070348,ORD_0070348,PayPal,83.53,Failed,2024-12-08,Expired card,0.0
PAY_0070349,ORD_0070349,Credit Card,233.37,Completed,2023-06-24,,0.0
PAY_0070350,ORD_0070350,Credit Card,33.04,Completed,2023-07-12,,0.0
PAY_0070351,ORD_0070351,PayPal,52.18,Completed,2023-10-19,,0.0
PAY_0070352,ORD_0070352,PayPal,117.47,Pending,2023-10-26,,0.0
PAY_0070353,ORD_0070353,Credit Card,231.48,Partially Refunded,2023-11-25,,167.98
PAY_0070354,ORD_0070354,Credit Card,52.63,Partially Refunded,2024-04-23,,42.66
PAY_0070355,ORD_0070355,Credit Card,179.06,Completed,2024-07-31,,0.0
PAY_0070356,ORD_0070356,Credit Card,116.66,Completed,2023-06-20,,0.0
PAY_0070357,ORD_0070357,PayPal,34.36,Completed,2023-07-16,,0.0
PAY_0070358,ORD_0070358,Debit Card,319.06,Completed,2023-07-19,,0.0
PAY_0070359,ORD_0070359,Debit Card,70.95,Completed,2023-08-21,,0.0
PAY_0070360,ORD_0070360,PayPal,34.2,Partially Refunded,2023-08-24,,22.34
PAY_0070361,ORD_0070361,Debit Card,210.48,Completed,2023-11-17,,0.0
PAY_0070362,ORD_0070362,PayPal,52.43,Completed,2024-01-31,,0.0
PAY_0070363,ORD_0070363,Credit Card,237.06,Completed,2024-04-10,,0.0
PAY_0070364,ORD_0070364,Credit Card,96.52,Partially Refunded,2024-06-27,,44.45
PAY_0070365,ORD_0070365,Credit Card,52.79,Completed,2024-06-30,,0.0
PAY_0070366,ORD_0070366,Credit Card,52.61,Partially Refunded,2024-09-02,,26.75
PAY_0070367,ORD_0070367,Klarna,210.51,Partially Refunded,2024-09-18,,113.8
PAY_0070368,ORD_0070368,Klarna,96.81,Completed,2024-09-21,,0.0
PAY_0070369,ORD_0070369,Credit Card,352.67,Partially Refunded,2023-11-09,,182.08
PAY_0070370,ORD_0070370,Debit Card,35.47,Completed,2023-11-09,,0.0
PAY_0070371,ORD_0070371,Credit Card,117.66,Failed,2023-11-24,Card declined,0.0
PAY_0070372,ORD_0070372,Debit Card,54.66,Completed,2023-12-09,,0.0
PAY_0070373,ORD_0070373,Debit Card,59.34,Refunded,2023-12-17,,33.27
PAY_0070374,ORD_0070374,Apple Pay,308.97,Partially Refunded,2024-01-14,,212.16
PAY_0070375,ORD_0070375,Klarna,71.47,Completed,2024-01-17,,0.0
PAY_0070376,ORD_0070376,Credit Card,118.7,Completed,2024-05-08,,0.0
PAY_0070377,ORD_0070377,Credit Card,50.22,Completed,2024-06-06,,0.0
PAY_0070378,ORD_0070378,Credit Card,521.43,Partially Refunded,2024-06-11,,481.24
PAY_0070379,ORD_0070379,Credit Card,26.22,Completed,2024-07-09,,0.0
PAY_0070380,ORD_0070380,Credit Card,119.11,Completed,2024-07-12,,0.0
PAY_0070381,ORD_0070381,PayPal,119.87,Partially Refunded,2024-11-08,,52.21
PAY_0070382,ORD_0070382,Credit Card,55.21,Completed,2024-07-12,,0.0
PAY_0070383,ORD_0070383,Credit Card,61.09,Completed,2024-08-27,,0.0
PAY_0070384,ORD_0070384,Credit Card,33.66,Partially Refunded,2024-09-22,,25.31
PAY_0070385,ORD_0070385,Credit Card,16.67,Completed,2024-11-15,,0.0
PAY_0070386,ORD_0070386,Credit Card,97.57,Completed,2023-04-28,,0.0
PAY_0070387,ORD_0070387,PayPal,116.45,Completed,2023-05-17,,0.0
PAY_0070388,ORD_0070388,Credit Card,117.24,Completed,2023-09-20,,0.0
PAY_0070389,ORD_0070389,Credit Card,76.26,Completed,2023-12-01,,0.0
PAY_0070390,ORD_0070390,Credit Card,71.37,Completed,2023-12-19,,0.0
PAY_0070391,ORD_0070391,Credit Card,238.96,Partially Refunded,2024-09-07,,145.34
PAY_0070392,ORD_0070392,Credit Card,53.06,Pending,2024-10-19,,0.0
PAY_0070393,ORD_0070393,Credit Card,138.45,Partially Refunded,2024-11-20,,80.45
PAY_0070394,ORD_0070394,PayPal,154.58,Partially Refunded,2023-02-27,,69.98
PAY_0070395,ORD_0070395,Credit Card,34.93,Completed,2023-03-18,,0.0
PAY_0070396,ORD_0070396,Credit Card,115.98,Completed,2023-04-11,,0.0
PAY_0070397,ORD_0070397,Credit Card,291.43,Completed,2024-07-28,,0.0
PAY_0070398,ORD_0070398,Credit Card,173.25,Completed,2024-07-31,,0.0
PAY_0070399,ORD_0070399,Apple Pay,61.04,Partially Refunded,2024-08-11,,29.48
PAY_0070400,ORD_0070400,Credit Card,119.33,Completed,2024-08-15,,0.0
PAY_0070401,ORD_0070401,Debit Card,258.3,Completed,2024-09-11,,0.0
PAY_0070402,ORD_0070402,Apple Pay,88.84,Completed,2024-09-14,,0.0
PAY_0070403,ORD_0070403,Credit Card,48.89,Completed,2024-10-20,,0.0
PAY_0070404,ORD_0070404,Credit Card,111.74,Partially Refunded,2024-11-26,,67.2
PAY_0070405,ORD_0070405,Credit Card,75.27,Completed,2023-03-10,,0.0
PAY_0070406,ORD_0070406,Credit Card,579.81,Completed,2023-04-08,,0.0
PAY_0070407,ORD_0070407,Credit Card,276.63,Completed,2023-04-13,,0.0
PAY_0070408,ORD_0070408,Credit Card,51.72,Refunded,2023-04-18,,25.75
PAY_0070409,ORD_0070409,Credit Card,51.96,Completed,2023-07-24,,0.0
PAY_0070410,ORD_0070410,PayPal,154.43,Completed,2023-10-07,,0.0
PAY_0070411,ORD_0070411,Debit Card,117.43,Partially Refunded,2023-10-19,,53.43
PAY_0070412,ORD_0070412,Credit Card,52.19,Completed,2023-10-27,,0.0
PAY_0070413,ORD_0070413,PayPal,589.95,Completed,2024-01-16,,0.0
PAY_0070414,ORD_0070414,Credit Card,283.8,Completed,2024-01-20,,0.0
PAY_0070415,ORD_0070415,PayPal,19.35,Completed,2024-02-27,,0.0
PAY_0070416,ORD_0070416,Credit Card,71.91,Completed,2024-05-23,,0.0
PAY_0070417,ORD_0070417,Debit Card,71.93,Completed,2024-07-16,,0.0
PAY_0070418,ORD_0070418,Credit Card,346.87,Completed,2023-01-08,,0.0
PAY_0070419,ORD_0070419,PayPal,59.94,Completed,2023-03-04,,0.0
PAY_0070420,ORD_0070420,Debit Card,19.43,Completed,2024-07-14,,0.0
PAY_0070421,ORD_0070421,PayPal,53.87,Completed,2023-02-02,,0.0
PAY_0070422,ORD_0070422,PayPal,410.71,Refunded,2023-02-06,,358.86
PAY_0070423,ORD_0070423,Credit Card,626.22,Completed,2023-04-24,,0.0
PAY_0070424,ORD_0070424,Credit Card,234.66,Partially Refunded,2023-10-04,,207.22
PAY_0070425,ORD_0070425,Credit Card,165.12,Completed,2023-11-05,,0.0
PAY_0070426,ORD_0070426,Debit Card,223.81,Completed,2023-10-16,,0.0
PAY_0070427,ORD_0070427,Credit Card,398.35,Completed,2023-11-29,,0.0
PAY_0070428,ORD_0070428,Credit Card,117.96,Completed,2024-01-11,,0.0
PAY_0070429,ORD_0070429,Credit Card,235.96,Completed,2024-01-14,,0.0
PAY_0070430,ORD_0070430,Credit Card,118.05,Completed,2024-01-27,,0.0
PAY_0070431,ORD_0070431,Debit Card,164.3,Partially Refunded,2024-04-30,,131.92
PAY_0070432,ORD_0070432,Debit Card,164.6,Completed,2024-07-21,,0.0
PAY_0070433,ORD_0070433,Credit Card,91.51,Refunded,2024-07-24,,47.13
PAY_0070434,ORD_0070434,Credit Card,72.46,Refunded,2024-11-05,,50.59
PAY_0070435,ORD_0070435,Credit Card,165.78,Partially Refunded,2024-01-18,,96.21
PAY_0070436,ORD_0070436,PayPal,52.52,Partially Refunded,2024-04-13,,44.04
PAY_0070437,ORD_0070437,Credit Card,190.23,Refunded,2024-09-26,,150.78
PAY_0070438,ORD_0070438,Credit Card,191.49,Refunded,2024-06-30,,176.56
PAY_0070439,ORD_0070439,Credit Card,52.47,Completed,2024-02-19,,0.0
PAY_0070440,ORD_0070440,PayPal,35.5,Partially Refunded,2024-03-30,,21.41
PAY_0070441,ORD_0070441,Credit Card,257.18,Refunded,2024-06-21,,127.42
PAY_0070442,ORD_0070442,Credit Card,150.29,Refunded,2024-01-18,,68.32
PAY_0070443,ORD_0070443,Credit Card,52.39,Completed,2024-01-19,,0.0
PAY_0070444,ORD_0070444,Klarna,354.75,Completed,2024-02-27,,0.0
PAY_0070445,ORD_0070445,Credit Card,61.15,Refunded,2024-09-18,,47.05
PAY_0070446,ORD_0070446,PayPal,49.17,Completed,2023-03-08,,0.0
PAY_0070447,ORD_0070447,Credit Card,117.33,Completed,2023-10-05,,0.0
PAY_0070448,ORD_0070448,Credit Card,208.36,Partially Refunded,2023-12-10,,168.29
PAY_0070449,ORD_0070449,Credit Card,59.33,Completed,2023-12-13,,0.0
PAY_0070450,ORD_0070450,Credit Card,71.68,Partially Refunded,2024-03-18,,64.85
PAY_0070451,ORD_0070451,Credit Card,342.78,Completed,2024-06-03,,0.0
PAY_0070452,ORD_0070452,PayPal,162.32,Completed,2023-09-17,,0.0
PAY_0070453,ORD_0070453,Debit Card,117.68,Completed,2023-11-28,,0.0
PAY_0070454,ORD_0070454,Credit Card,118.38,Completed,2024-03-18,,0.0
PAY_0070455,ORD_0070455,Credit Card,118.66,Completed,2024-05-01,,0.0
PAY_0070456,ORD_0070456,Credit Card,172.56,Partially Refunded,2024-05-17,,154.07
PAY_0070457,ORD_0070457,Credit Card,230.57,Partially Refunded,2023-11-25,,114.55
PAY_0070458,ORD_0070458,Credit Card,19.32,Completed,2024-02-01,,0.0
PAY_0070459,ORD_0070459,Credit Card,117.98,Completed,2024-02-11,,0.0
PAY_0070460,ORD_0070460,Credit Card,119.56,Completed,2024-10-22,,0.0
PAY_0070461,ORD_0070461,Credit Card,467.25,Completed,2023-07-14,,0.0
PAY_0070462,ORD_0070462,Credit Card,60.13,Completed,2023-09-25,,0.0
PAY_0070463,ORD_0070463,PayPal,282.86,Partially Refunded,2023-12-26,,120.8
PAY_0070464,ORD_0070464,Klarna,60.45,Partially Refunded,2024-02-12,,54.1
PAY_0070465,ORD_0070465,Credit Card,100.71,Completed,2024-12-30,,0.0
PAY_0070466,ORD_0070466,Debit Card,234.51,Completed,2023-09-22,,0.0
PAY_0070467,ORD_0070467,Klarna,117.7,Completed,2023-12-02,,0.0
PAY_0070468,ORD_0070468,Credit Card,83.22,Completed,2023-12-18,,0.0
PAY_0070469,ORD_0070469,Klarna,444.42,Completed,2024-03-08,,0.0
PAY_0070470,ORD_0070470,Credit Card,166.98,Partially Refunded,2024-05-31,,132.28
PAY_0070471,ORD_0070471,Apple Pay,119.18,Completed,2024-07-22,,0.0
PAY_0070472,ORD_0070472,Debit Card,76.42,Completed,2024-10-27,,0.0
PAY_0070473,ORD_0070473,Credit Card,72.12,Completed,2024-07-26,,0.0
PAY_0070474,ORD_0070474,Klarna,119.37,Completed,2024-08-21,,0.0
PAY_0070475,ORD_0070475,Credit Card,580.07,Completed,2023-03-10,,0.0
PAY_0070476,ORD_0070476,Credit Card,116.07,Completed,2023-03-18,,0.0
PAY_0070477,ORD_0070477,Credit Card,136.58,Partially Refunded,2023-04-23,,52.96
PAY_0070478,ORD_0070478,Debit Card,51.96,Completed,2023-07-23,,0.0
PAY_0070479,ORD_0070479,Credit Card,260.59,Refunded,2023-09-17,,112.19
PAY_0070480,ORD_0070480,Credit Card,259.86,Refunded,2023-10-05,,130.97
PAY_0070481,ORD_0070481,Klarna,30.98,Completed,2023-11-11,,0.0
PAY_0070482,ORD_0070482,Klarna,138.92,Refunded,2024-04-09,,90.73
PAY_0070483,ORD_0070483,Apple Pay,118.56,Completed,2024-04-16,,0.0
PAY_0070484,ORD_0070484,Debit Card,118.72,Completed,2024-05-12,,0.0
PAY_0070485,ORD_0070485,Credit Card,58.65,Completed,2023-04-23,,0.0
PAY_0070486,ORD_0070486,Credit Card,118.07,Completed,2024-01-28,,0.0
PAY_0070487,ORD_0070487,PayPal,118.94,Completed,2024-06-14,,0.0
PAY_0070488,ORD_0070488,Debit Card,26.3,Completed,2024-09-21,,0.0
PAY_0070489,ORD_0070489,Credit Card,119.28,Completed,2024-09-04,,0.0
PAY_0070490,ORD_0070490,PayPal,119.11,Completed,2024-07-11,,0.0
PAY_0070491,ORD_0070491,Credit Card,110.16,Refunded,2024-09-02,,73.63
PAY_0070492,ORD_0070492,Credit Card,357.89,Completed,2024-08-10,,0.0
PAY_0070493,ORD_0070493,Credit Card,198.71,Completed,2024-09-24,,0.0
PAY_0070494,ORD_0070494,Credit Card,118.64,Completed,2024-04-27,,0.0
PAY_0070495,ORD_0070495,Credit Card,511.01,Completed,2023-07-17,,0.0
PAY_0070496,ORD_0070496,Credit Card,259.62,Refunded,2023-11-09,,174.76
PAY_0070497,ORD_0070497,Credit Card,183.86,Completed,2024-01-05,,0.0
PAY_0070498,ORD_0070498,Credit Card,236.61,Completed,2024-03-05,,0.0
PAY_0070499,ORD_0070499,Apple Pay,59.37,Refunded,2024-03-08,,48.94
PAY_0070500,ORD_0070500,Credit Card,46.87,Completed,2024-10-07,,0.0
PAY_0070501,ORD_0070501,Credit Card,176.84,Partially Refunded,2024-10-08,,153.68
