po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,received_date,qty_ordered,qty_received,unit_cost,total_value,actual_lead_days,status
PO_000442,SUP_004,PRD_0013,WH_2,2024-07-28,2024-08-04,2024-08-08,141,141,28.26,3984.66,11,Received
PO_000443,SUP_001,PRD_0022,WH_5,2024-07-28,2024-08-02,2024-08-01,50,50,27.65,1382.5,4,Received
PO_000444,SUP_006,PRD_0001,WH_4,2024-07-29,2024-08-16,2024-08-15,394,394,47.31,18640.14,17,Received
PO_000445,SUP_002,PRD_0021,WH_5,2024-07-30,2024-08-24,2024-08-18,200,200,31.0,6200.0,19,Received
PO_000446,SUP_001,PRD_0007,WH_2,2024-07-31,2024-08-05,2024-08-04,50,50,25.55,1277.5,4,Received
PO_000447,SUP_001,PRD_0007,WH_3,2024-07-31,2024-08-05,2024-08-08,50,50,26.01,1300.5,8,Received
PO_000448,SUP_004,PRD_0013,WH_1,2024-07-31,2024-08-07,2024-08-07,187,187,26.85,5020.95,7,Received
PO_000449,SUP_008,PRD_0028,WH_2,2024-07-31,2024-08-14,2024-08-09,100,100,12.35,1235.0,9,Received
PO_000450,SUP_004,PRD_0013,WH_5,2024-08-01,2024-08-08,2024-08-08,67,67,27.17,1820.39,7,Received
PO_000451,SUP_006,PRD_0018,WH_3,2024-08-01,2024-08-19,2024-08-12,120,120,24.74,2968.8,11,Received
PO_000452,SUP_006,PRD_0001,WH_3,2024-08-04,2024-08-22,2024-08-15,460,388,49.96,22981.6,11,Partially Received
PO_000453,SUP_001,PRD_0007,WH_4,2024-08-04,2024-08-09,2024-08-08,50,50,25.32,1266.0,4,Received
PO_000454,SUP_004,PRD_0013,WH_3,2024-08-04,2024-08-11,2024-08-11,124,124,26.82,3325.68,7,Received
PO_000455,SUP_001,PRD_0007,WH_1,2024-08-05,2024-08-10,2024-08-13,50,50,26.35,1317.5,8,Received
PO_000456,SUP_004,PRD_0013,WH_4,2024-08-07,2024-08-14,2024-08-15,114,114,26.93,3070.02,8,Received
PO_000457,SUP_001,PRD_0022,WH_1,2024-08-07,2024-08-12,2024-08-12,50,50,27.02,1351.0,5,Received
PO_000458,SUP_003,PRD_0009,WH_2,2024-08-09,2024-08-19,2024-08-18,80,80,18.99,1519.2,9,Received
PO_000459,SUP_006,PRD_0018,WH_2,2024-08-10,2024-08-28,2024-08-23,120,120,25.04,3004.8,13,Received
PO_000460,SUP_001,PRD_0022,WH_2,2024-08-10,2024-08-15,2024-08-15,50,50,27.29,1364.5,5,Received
PO_000461,SUP_004,PRD_0013,WH_1,2024-08-12,2024-08-19,2024-08-19,169,169,28.24,4772.56,7,Received
PO_000462,SUP_004,PRD_0013,WH_2,2024-08-12,2024-08-19,2024-08-17,128,128,27.84,3563.52,5,Received
PO_000463,SUP_006,PRD_0001,WH_2,2024-08-14,2024-09-01,2024-08-30,502,502,49.85,25024.7,16,Received
PO_000464,SUP_004,PRD_0013,WH_5,2024-08-14,2024-08-21,2024-08-24,80,80,27.5,2200.0,10,Received
PO_000465,SUP_001,PRD_0007,WH_5,2024-08-15,2024-08-20,2024-08-21,50,50,25.56,1278.0,6,Received
PO_000466,SUP_003,PRD_0009,WH_4,2024-08-15,2024-08-25,2024-08-30,80,80,18.23,1458.4,15,Received
PO_000467,SUP_007,PRD_0015,WH_5,2024-08-15,2024-09-06,2024-09-02,180,180,36.15,6507.0,18,Received
PO_000468,SUP_001,PRD_0007,WH_3,2024-08-16,2024-08-21,2024-08-20,50,50,25.8,1290.0,4,Received
PO_000469,SUP_004,PRD_0013,WH_3,2024-08-16,2024-08-23,2024-08-25,123,123,27.0,3321.0,9,Received
PO_000470,SUP_006,PRD_0018,WH_4,2024-08-16,2024-09-03,2024-08-30,120,120,24.54,2944.8,14,Received
PO_000471,SUP_001,PRD_0007,WH_2,2024-08-17,2024-08-22,2024-08-21,50,50,25.16,1258.0,4,Received
PO_000472,SUP_001,PRD_0007,WH_4,2024-08-17,2024-08-22,2024-08-21,50,50,26.11,1305.5,4,Received
PO_000473,SUP_003,PRD_0009,WH_1,2024-08-17,2024-08-27,2024-08-29,80,80,18.58,1486.4,12,Received
PO_000474,SUP_002,PRD_0021,WH_1,2024-08-17,2024-09-11,2024-09-03,200,200,32.24,6448.0,17,Received
PO_000475,SUP_002,PRD_0021,WH_2,2024-08-17,2024-09-11,2024-09-12,200,200,32.43,6486.0,26,Received
PO_000476,SUP_006,PRD_0001,WH_5,2024-08-18,2024-09-05,2024-08-30,262,262,49.03,12845.86,12,Received
PO_000477,SUP_001,PRD_0007,WH_1,2024-08-19,2024-08-24,,50,0,25.75,1287.5,,Cancelled
PO_000478,SUP_007,PRD_0015,WH_3,2024-08-19,2024-09-10,2024-10-06,180,180,36.9,6642.0,48,Received
PO_000479,SUP_001,PRD_0007,WH_1,2024-08-20,2024-08-25,2024-08-26,53,53,26.32,1394.96,6,Received
PO_000480,SUP_004,PRD_0013,WH_4,2024-08-20,2024-08-27,2024-08-24,112,112,27.62,3093.44,4,Received
PO_000481,SUP_004,PRD_0013,WH_2,2024-08-22,2024-08-29,2024-08-31,139,139,27.95,3885.05,9,Received
PO_000482,SUP_006,PRD_0001,WH_4,2024-08-23,2024-09-10,2024-09-21,403,403,47.72,19231.16,29,Received
PO_000483,SUP_008,PRD_0028,WH_2,2024-08-23,2024-09-06,2024-09-16,100,100,12.08,1208.0,24,Received
PO_000484,SUP_006,PRD_0001,WH_3,2024-08-25,2024-09-12,2024-09-11,459,459,47.43,21770.37,17,Received
PO_000485,SUP_002,PRD_0012,WH_1,2024-08-25,2024-09-19,2024-09-18,200,200,5.97,1194.0,24,Received
PO_000486,SUP_004,PRD_0013,WH_1,2024-08-25,2024-09-01,,173,0,27.54,4764.42,,Cancelled
PO_000487,SUP_004,PRD_0013,WH_1,2024-08-26,2024-09-02,2024-08-31,196,196,26.87,5266.52,5,Received
PO_000488,SUP_001,PRD_0007,WH_2,2024-08-27,2024-09-01,2024-09-17,50,43,24.96,1248.0,21,Partially Received
PO_000489,SUP_001,PRD_0007,WH_3,2024-08-28,2024-09-02,2024-09-02,50,50,26.27,1313.5,5,Received
PO_000490,SUP_002,PRD_0006,WH_3,2024-08-30,2024-09-24,2024-09-27,200,200,5.22,1044.0,28,Received
PO_000491,SUP_004,PRD_0013,WH_4,2024-08-30,2024-09-06,2024-09-05,120,120,28.05,3366.0,6,Received
PO_000492,SUP_006,PRD_0001,WH_1,2024-08-31,2024-09-18,2024-09-17,638,638,49.88,31823.44,17,Received
PO_000493,SUP_004,PRD_0013,WH_3,2024-08-31,2024-09-07,2024-09-06,124,124,26.92,3338.08,6,Received
PO_000494,SUP_001,PRD_0022,WH_1,2024-08-31,2024-09-05,2024-09-05,50,50,26.19,1309.5,5,Received
PO_000495,SUP_004,PRD_0013,WH_5,2024-09-01,2024-09-08,2024-09-06,70,70,27.08,1895.6,5,Received
PO_000496,SUP_001,PRD_0007,WH_1,2024-09-02,2024-09-07,2024-09-06,52,52,25.4,1320.8,4,Received
PO_000497,SUP_001,PRD_0007,WH_4,2024-09-02,2024-09-07,2024-09-07,50,50,25.77,1288.5,5,Received
PO_000498,SUP_002,PRD_0021,WH_4,2024-09-02,2024-09-27,2024-09-20,200,200,31.61,6322.0,18,Received
PO_000499,SUP_007,PRD_0015,WH_1,2024-09-03,2024-09-25,2024-10-09,180,180,35.78,6440.4,36,Received
PO_000500,SUP_004,PRD_0013,WH_2,2024-09-05,2024-09-12,2024-09-11,135,135,27.06,3653.1,6,Received
PO_000501,SUP_001,PRD_0007,WH_5,2024-09-06,2024-09-11,2024-09-10,50,50,26.06,1303.0,4,Received
PO_000502,SUP_004,PRD_0013,WH_1,2024-09-06,2024-09-13,2024-09-15,165,165,26.88,4435.2,9,Received
PO_000503,SUP_006,PRD_0018,WH_1,2024-09-06,2024-09-24,2024-09-19,120,120,24.34,2920.8,13,Received
PO_000504,SUP_001,PRD_0022,WH_3,2024-09-06,2024-09-11,2024-09-14,50,50,26.32,1316.0,8,Received
PO_000505,SUP_007,PRD_0015,WH_2,2024-09-08,2024-09-30,2024-10-05,180,180,37.12,6681.6,27,Received
PO_000506,SUP_007,PRD_0015,WH_4,2024-09-09,2024-10-01,2024-09-30,180,180,36.12,6501.6,21,Received
PO_000507,SUP_004,PRD_0013,WH_3,2024-09-10,2024-09-17,2024-09-14,124,124,28.35,3515.4,4,Received
PO_000508,SUP_004,PRD_0013,WH_5,2024-09-10,2024-09-17,2024-09-14,70,70,27.71,1939.7,4,Received
PO_000509,SUP_004,PRD_0013,WH_4,2024-09-11,2024-09-18,2024-09-20,109,109,26.74,2914.66,9,Received
PO_000510,SUP_007,PRD_0030,WH_1,2024-09-11,2024-10-03,2024-09-23,180,180,35.52,6393.6,12,Received
PO_000511,SUP_001,PRD_0007,WH_1,2024-09-12,2024-09-17,2024-09-17,50,50,25.12,1256.0,5,Received
PO_000512,SUP_008,PRD_0028,WH_3,2024-09-12,2024-09-26,2024-09-25,100,100,12.16,1216.0,13,Received
PO_000513,SUP_001,PRD_0007,WH_3,2024-09-13,2024-09-18,2024-10-03,50,50,26.14,1307.0,20,Received
PO_000514,SUP_002,PRD_0021,WH_1,2024-09-13,2024-10-08,2024-10-10,200,200,31.41,6282.0,27,Received
PO_000515,SUP_007,PRD_0030,WH_2,2024-09-14,2024-10-06,2024-09-22,180,180,34.37,6186.6,8,Received
PO_000516,SUP_006,PRD_0001,WH_2,2024-09-16,2024-10-04,2024-10-10,494,300,49.56,24482.64,24,Partially Received
PO_000517,SUP_006,PRD_0001,WH_5,2024-09-16,2024-10-04,2024-10-07,262,262,49.8,13047.6,21,Received
PO_000518,SUP_004,PRD_0013,WH_2,2024-09-18,2024-09-25,2024-09-26,143,143,27.9,3989.7,8,Received
PO_000519,SUP_004,PRD_0013,WH_1,2024-09-19,2024-09-26,2024-09-29,168,168,28.0,4704.0,10,Received
PO_000520,SUP_001,PRD_0022,WH_2,2024-09-19,2024-09-24,2024-09-24,50,50,27.64,1382.0,5,Received
PO_000521,SUP_001,PRD_0007,WH_4,2024-09-20,2024-09-25,2024-09-24,50,50,25.92,1296.0,4,Received
PO_000522,SUP_004,PRD_0013,WH_3,2024-09-21,2024-09-28,2024-09-28,129,129,27.37,3530.73,7,Received
PO_000523,SUP_007,PRD_0030,WH_3,2024-09-21,2024-10-13,2024-10-12,180,180,34.81,6265.8,21,Received
PO_000524,SUP_001,PRD_0007,WH_1,2024-09-22,2024-09-27,2024-09-28,50,50,26.09,1304.5,6,Received
PO_000525,SUP_006,PRD_0018,WH_3,2024-09-22,2024-10-10,2024-10-04,120,108,24.44,2932.8,12,Partially Received
PO_000526,SUP_004,PRD_0013,WH_5,2024-09-23,2024-09-30,2024-09-29,70,70,26.79,1875.3,6,Received
PO_000527,SUP_001,PRD_0007,WH_2,2024-09-24,2024-09-29,2024-09-28,50,50,25.77,1288.5,4,Received
PO_000528,SUP_003,PRD_0009,WH_3,2024-09-24,2024-10-04,2024-10-06,80,80,19.15,1532.0,12,Received
PO_000529,SUP_008,PRD_0011,WH_3,2024-09-25,2024-10-09,2024-10-08,100,62,30.47,3047.0,13,Partially Received
PO_000530,SUP_004,PRD_0013,WH_4,2024-09-25,2024-10-02,2024-10-17,105,105,27.8,2919.0,22,Received
PO_000531,SUP_002,PRD_0021,WH_3,2024-09-25,2024-10-20,2024-11-18,200,200,30.88,6176.0,54,Received
PO_000532,SUP_001,PRD_0022,WH_1,2024-09-25,2024-09-30,2024-09-29,50,50,27.55,1377.5,4,Received
PO_000533,SUP_006,PRD_0001,WH_3,2024-09-26,2024-10-14,2024-10-18,447,447,49.95,22327.65,22,Received
PO_000534,SUP_001,PRD_0007,WH_5,2024-09-29,2024-10-04,2024-10-04,50,50,25.83,1291.5,5,Received
PO_000535,SUP_006,PRD_0001,WH_4,2024-09-30,2024-10-18,2024-11-01,404,404,49.21,19880.84,32,Received
PO_000536,SUP_004,PRD_0013,WH_2,2024-09-30,2024-10-07,2024-10-05,128,128,27.52,3522.56,5,Received
PO_000537,SUP_001,PRD_0022,WH_5,2024-09-30,2024-10-05,2024-10-05,50,50,26.89,1344.5,5,Received
PO_000538,SUP_008,PRD_0028,WH_1,2024-09-30,2024-10-14,2024-10-15,100,100,12.39,1239.0,15,Received
PO_000539,SUP_006,PRD_0001,WH_1,2024-10-01,2024-10-19,2024-10-23,631,631,50.12,31625.72,22,Received
PO_000540,SUP_008,PRD_0028,WH_2,2024-10-01,2024-10-15,2024-10-13,100,61,12.54,1254.0,12,Partially Received
PO_000541,SUP_001,PRD_0007,WH_1,2024-10-02,2024-10-07,2024-10-05,52,38,26.17,1360.84,3,Partially Received
PO_000542,SUP_003,PRD_0009,WH_2,2024-10-02,2024-10-12,2024-10-11,80,80,18.85,1508.0,9,Received
PO_000543,SUP_006,PRD_0018,WH_2,2024-10-02,2024-10-20,2024-10-13,120,120,23.93,2871.6,11,Received
PO_000544,SUP_004,PRD_0013,WH_1,2024-10-04,2024-10-11,2024-10-10,164,164,27.23,4465.72,6,Received
PO_000545,SUP_002,PRD_0021,WH_2,2024-10-04,2024-10-29,2024-11-16,200,200,31.0,6200.0,43,Received
PO_000546,SUP_001,PRD_0007,WH_4,2024-10-05,2024-10-10,2024-10-09,50,50,26.23,1311.5,4,Received
PO_000547,SUP_004,PRD_0013,WH_3,2024-10-05,2024-10-12,2024-10-12,117,117,28.36,3318.12,7,Received
PO_000548,SUP_003,PRD_0009,WH_1,2024-10-06,2024-10-16,2024-10-13,80,80,18.47,1477.6,7,Received
PO_000549,SUP_004,PRD_0013,WH_5,2024-10-07,2024-10-14,2024-10-13,67,55,27.93,1871.31,6,Partially Received
PO_000550,SUP_001,PRD_0007,WH_1,2024-10-09,2024-10-14,2024-10-16,50,50,26.36,1318.0,7,Received
PO_000551,SUP_001,PRD_0007,WH_2,2024-10-09,2024-10-14,,50,0,25.17,1258.5,,Cancelled
PO_000552,SUP_008,PRD_0028,WH_3,2024-10-09,2024-10-23,2024-10-16,100,100,12.06,1206.0,7,Received
PO_000553,SUP_006,PRD_0001,WH_2,2024-10-10,2024-10-28,2024-10-27,527,527,48.59,25606.93,17,Received
PO_000554,SUP_001,PRD_0007,WH_2,2024-10-10,2024-10-15,2024-10-15,50,50,25.08,1254.0,5,Received
PO_000555,SUP_004,PRD_0013,WH_2,2024-10-11,2024-10-18,2024-10-16,132,132,27.8,3669.6,5,Received
PO_000556,SUP_006,PRD_0018,WH_1,2024-10-11,2024-10-29,2024-10-25,120,120,24.98,2997.6,14,Received
PO_000557,SUP_001,PRD_0022,WH_4,2024-10-11,2024-10-16,2024-10-15,50,50,26.37,1318.5,4,Received
PO_000558,SUP_001,PRD_0007,WH_3,2024-10-12,2024-10-17,2024-10-16,50,50,25.92,1296.0,4,Received
PO_000559,SUP_001,PRD_0022,WH_3,2024-10-13,2024-10-18,2024-10-16,50,50,27.02,1351.0,3,Received
PO_000560,SUP_007,PRD_0030,WH_1,2024-10-13,2024-11-04,2024-10-27,180,180,35.35,6363.0,14,Received
PO_000561,SUP_004,PRD_0013,WH_1,2024-10-15,2024-10-22,2024-10-26,180,180,27.52,4953.6,11,Received
PO_000562,SUP_004,PRD_0013,WH_5,2024-10-15,2024-10-22,2024-10-24,66,66,27.52,1816.32,9,Received
PO_000563,SUP_002,PRD_0021,WH_5,2024-10-16,2024-11-10,2024-11-08,200,200,31.42,6284.0,23,Received
PO_000564,SUP_004,PRD_0013,WH_3,2024-10-17,2024-10-24,2024-10-23,119,119,28.08,3341.52,6,Received
PO_000565,SUP_003,PRD_0009,WH_4,2024-10-19,2024-10-29,2024-10-27,80,80,18.81,1504.8,8,Received
PO_000566,SUP_006,PRD_0018,WH_5,2024-10-20,2024-11-07,2024-11-07,120,103,23.73,2847.6,18,Partially Received
PO_000567,SUP_002,PRD_0019,WH_1,2024-10-20,2024-11-14,2024-12-27,200,200,23.25,4650.0,68,Received
PO_000568,SUP_007,PRD_0030,WH_2,2024-10-20,2024-11-11,2024-11-22,180,180,35.37,6366.6,33,Received
PO_000569,SUP_001,PRD_0007,WH_4,2024-10-21,2024-10-26,2024-10-27,50,50,25.72,1286.0,6,Received
PO_000570,SUP_001,PRD_0007,WH_5,2024-10-21,2024-10-26,2024-10-27,50,37,25.59,1279.5,6,Partially Received
PO_000571,SUP_004,PRD_0013,WH_4,2024-10-21,2024-10-28,2024-11-18,105,105,26.91,2825.55,28,Received
PO_000572,SUP_002,PRD_0021,WH_1,2024-10-21,2024-11-15,2024-11-06,200,200,30.94,6188.0,16,Received
PO_000573,SUP_002,PRD_0021,WH_4,2024-10-21,2024-11-15,2024-11-21,200,200,31.07,6214.0,31,Received
PO_000574,SUP_008,PRD_0028,WH_2,2024-10-21,2024-11-04,2024-11-04,100,88,12.04,1204.0,14,Partially Received
PO_000575,SUP_001,PRD_0007,WH_1,2024-10-22,2024-10-27,2024-10-28,50,50,25.7,1285.0,6,Received
PO_000576,SUP_001,PRD_0007,WH_2,2024-10-24,2024-10-29,2024-10-29,50,50,25.17,1258.5,5,Received
PO_000577,SUP_004,PRD_0013,WH_2,2024-10-24,2024-10-31,2024-10-30,135,87,27.77,3748.95,6,Partially Received
PO_000578,SUP_007,PRD_0015,WH_1,2024-10-24,2024-11-15,2024-11-08,180,180,37.55,6759.0,15,Received
PO_000579,SUP_006,PRD_0001,WH_5,2024-10-26,2024-11-13,2024-11-18,258,258,48.7,12564.6,23,Received
PO_000580,SUP_006,PRD_0018,WH_4,2024-10-26,2024-11-13,2024-11-10,120,120,24.58,2949.6,15,Received
PO_000581,SUP_001,PRD_0007,WH_3,2024-10-27,2024-11-01,2024-10-31,50,50,25.62,1281.0,4,Received
PO_000582,SUP_001,PRD_0022,WH_1,2024-10-27,2024-11-01,2024-10-30,50,50,26.51,1325.5,3,Received
PO_000583,SUP_004,PRD_0013,WH_5,2024-10-28,2024-11-04,2024-11-02,69,61,27.38,1889.22,5,Partially Received
PO_000584,SUP_008,PRD_0028,WH_1,2024-10-28,2024-11-11,2024-11-15,100,100,12.12,1212.0,18,Received
PO_000585,SUP_007,PRD_0015,WH_2,2024-10-29,2024-11-20,2024-11-17,180,180,37.58,6764.4,19,Received
PO_000586,SUP_007,PRD_0030,WH_4,2024-10-29,2024-11-20,2024-12-05,180,180,34.63,6233.4,37,Received
PO_000587,SUP_008,PRD_0028,WH_3,2024-10-30,2024-11-13,,100,0,12.54,1254.0,,Cancelled
PO_000588,SUP_006,PRD_0001,WH_3,2024-10-31,2024-11-18,2024-11-16,455,455,49.95,22727.25,16,Received
PO_000589,SUP_004,PRD_0013,WH_2,2024-10-31,2024-11-07,2024-11-08,135,86,26.99,3643.65,8,Partially Received
PO_000590,SUP_004,PRD_0013,WH_3,2024-10-31,2024-11-07,2024-11-05,121,121,27.57,3335.97,5,Received
PO_000591,SUP_008,PRD_0028,WH_3,2024-10-31,2024-11-14,2024-11-22,100,100,12.77,1277.0,22,Received
PO_000592,SUP_004,PRD_0013,WH_1,2024-11-01,2024-11-08,2024-11-11,169,169,27.43,4635.67,10,Received
PO_000593,SUP_007,PRD_0015,WH_5,2024-11-01,2024-11-23,2024-11-12,180,142,37.28,6710.4,11,Partially Received
PO_000594,SUP_001,PRD_0022,WH_2,2024-11-01,2024-11-06,2024-11-05,50,50,26.94,1347.0,4,Received
PO_000595,SUP_008,PRD_0028,WH_4,2024-11-03,2024-11-17,2024-11-15,100,100,12.04,1204.0,12,Received
PO_000596,SUP_001,PRD_0007,WH_2,2024-11-04,2024-11-09,2024-11-10,50,50,24.91,1245.5,6,Received
PO_000597,SUP_007,PRD_0015,WH_4,2024-11-04,2024-11-26,2024-11-16,180,180,35.81,6445.8,12,Received
PO_000598,SUP_001,PRD_0007,WH_1,2024-11-05,2024-11-10,2024-11-11,55,55,26.16,1438.8,6,Received
PO_000599,SUP_006,PRD_0018,WH_3,2024-11-05,2024-11-23,2024-11-27,120,120,25.0,3000.0,22,Received
PO_000600,SUP_004,PRD_0013,WH_5,2024-11-06,2024-11-13,2024-11-11,77,77,27.39,2109.03,5,Received
PO_000601,SUP_007,PRD_0015,WH_3,2024-11-06,2024-11-28,2024-12-02,180,180,36.96,6652.8,26,Received
PO_000602,SUP_001,PRD_0007,WH_4,2024-11-07,2024-11-12,2024-11-10,50,50,25.53,1276.5,3,Received
PO_000603,SUP_007,PRD_0010,WH_1,2024-11-07,2024-11-29,2024-12-08,180,180,15.11,2719.8,31,Received
PO_000604,SUP_004,PRD_0013,WH_2,2024-11-09,2024-11-16,2024-11-14,136,136,27.36,3720.96,5,Received
PO_000605,SUP_006,PRD_0001,WH_1,2024-11-10,2024-11-28,2024-11-30,626,626,47.65,29828.9,20,Received
PO_000606,SUP_006,PRD_0001,WH_4,2024-11-11,2024-11-29,2024-11-22,396,396,48.41,19170.36,11,Received
PO_000607,SUP_001,PRD_0007,WH_3,2024-11-11,2024-11-16,2024-11-16,50,50,26.11,1305.5,5,Received
PO_000608,SUP_001,PRD_0007,WH_5,2024-11-11,2024-11-16,2024-11-16,50,50,24.94,1247.0,5,Received
PO_000609,SUP_004,PRD_0013,WH_3,2024-11-12,2024-11-19,2024-11-17,129,129,27.59,3559.11,5,Received
PO_000610,SUP_005,PRD_0017,WH_1,2024-11-12,2024-12-02,2024-11-21,150,150,18.62,2793.0,9,Received
PO_000611,SUP_007,PRD_0030,WH_1,2024-11-13,2024-12-05,2024-12-23,180,180,35.66,6418.8,40,Received
PO_000612,SUP_007,PRD_0030,WH_3,2024-11-14,2024-12-06,2024-12-18,180,180,35.54,6397.2,34,Received
PO_000613,SUP_004,PRD_0013,WH_1,2024-11-15,2024-11-22,2024-11-22,170,170,27.62,4695.4,7,Received
PO_000614,SUP_004,PRD_0013,WH_5,2024-11-16,2024-11-23,2024-11-21,72,72,28.2,2030.4,5,Received
PO_000615,SUP_001,PRD_0007,WH_1,2024-11-17,2024-11-22,2024-11-22,50,50,25.44,1272.0,5,Received
PO_000616,SUP_001,PRD_0007,WH_2,2024-11-17,2024-11-22,2024-11-22,50,50,25.66,1283.0,5,Received
PO_000617,SUP_008,PRD_0028,WH_2,2024-11-17,2024-12-01,2024-11-27,100,100,12.59,1259.0,10,Received
PO_000618,SUP_003,PRD_0009,WH_1,2024-11-18,2024-11-28,2024-12-03,80,80,18.81,1504.8,15,Received
PO_000619,SUP_006,PRD_0018,WH_1,2024-11-18,2024-12-06,2024-12-26,120,120,24.43,2931.6,38,Received
PO_000620,SUP_008,PRD_0011,WH_1,2024-11-19,2024-12-03,2024-12-08,100,100,30.73,3073.0,19,Received
PO_000621,SUP_004,PRD_0013,WH_2,2024-11-19,2024-11-26,2024-11-27,129,129,27.76,3581.04,8,Received
PO_000622,SUP_002,PRD_0021,WH_1,2024-11-19,2024-12-14,2024-12-11,200,200,31.23,6246.0,22,Received
PO_000623,SUP_001,PRD_0007,WH_4,2024-11-20,2024-11-25,2024-11-25,50,50,25.83,1291.5,5,Received
PO_000624,SUP_004,PRD_0013,WH_3,2024-11-23,2024-11-30,2024-11-29,123,123,28.17,3464.91,6,Received
PO_000625,SUP_001,PRD_0022,WH_4,2024-11-23,2024-11-28,2024-11-27,50,50,27.53,1376.5,4,Received
PO_000626,SUP_003,PRD_0009,WH_3,2024-11-24,2024-12-04,2024-12-04,80,80,18.97,1517.6,10,Received
PO_000627,SUP_004,PRD_0013,WH_4,2024-11-24,2024-12-01,2024-11-30,108,75,26.82,2896.56,6,Partially Received
PO_000628,SUP_001,PRD_0022,WH_3,2024-11-24,2024-11-29,2024-12-01,50,50,27.7,1385.0,7,Received
PO_000629,SUP_006,PRD_0001,WH_2,2024-11-25,2024-12-13,2024-12-07,493,493,49.47,24388.71,12,Received
PO_000630,SUP_001,PRD_0007,WH_3,2024-11-25,2024-11-30,2024-11-29,50,50,26.14,1307.0,4,Received
PO_000631,SUP_004,PRD_0013,WH_1,2024-11-25,2024-12-02,2024-12-02,170,170,26.84,4562.8,7,Received
PO_000632,SUP_008,PRD_0028,WH_1,2024-11-25,2024-12-09,2024-12-11,100,63,12.72,1272.0,16,Partially Received
PO_000633,SUP_008,PRD_0033,WH_1,2024-11-26,2024-12-10,2024-12-20,100,100,27.8,2780.0,24,Received
PO_000634,SUP_004,PRD_0013,WH_5,2024-11-27,2024-12-04,2024-12-02,70,70,27.58,1930.6,5,Received
PO_000635,SUP_007,PRD_0015,WH_1,2024-11-27,2024-12-19,2024-12-14,180,180,36.43,6557.4,17,Received
PO_000636,SUP_006,PRD_0018,WH_2,2024-11-27,2024-12-15,2024-12-09,120,120,24.71,2965.2,12,Received
PO_000637,SUP_001,PRD_0022,WH_1,2024-11-27,2024-12-02,2024-12-02,50,50,26.13,1306.5,5,Received
PO_000638,SUP_001,PRD_0007,WH_1,2024-11-28,2024-12-03,2024-12-03,50,50,26.3,1315.0,5,Received
PO_000639,SUP_003,PRD_0009,WH_2,2024-11-28,2024-12-08,2024-12-08,80,80,18.43,1474.4,10,Received
PO_000640,SUP_001,PRD_0022,WH_5,2024-11-29,2024-12-04,2024-12-05,50,50,27.05,1352.5,6,Received
PO_000641,SUP_001,PRD_0007,WH_2,2024-11-30,2024-12-05,2024-12-05,50,50,25.65,1282.5,5,Received
PO_000642,SUP_004,PRD_0013,WH_2,2024-11-30,2024-12-07,2024-12-07,128,128,27.06,3463.68,7,Received
PO_000643,SUP_008,PRD_0028,WH_4,2024-12-01,2024-12-15,2024-12-11,100,100,12.42,1242.0,10,Received
PO_000644,SUP_001,PRD_0007,WH_4,2024-12-02,2024-12-07,2024-12-08,50,50,25.76,1288.0,6,Received
PO_000645,SUP_004,PRD_0013,WH_4,2024-12-02,2024-12-09,2024-12-07,115,115,27.02,3107.3,5,Received
PO_000646,SUP_002,PRD_0021,WH_2,2024-12-03,2024-12-28,2024-12-14,200,200,31.98,6396.0,11,Received
PO_000647,SUP_001,PRD_0007,WH_5,2024-12-04,2024-12-09,2024-12-08,50,50,26.26,1313.0,4,Received
PO_000648,SUP_004,PRD_0013,WH_3,2024-12-05,2024-12-12,,119,0,27.43,3264.17,,Cancelled
PO_000649,SUP_004,PRD_0013,WH_3,2024-12-06,2024-12-13,2024-12-11,127,127,28.01,3557.27,5,Received
PO_000650,SUP_001,PRD_0022,WH_2,2024-12-07,2024-12-12,2024-12-11,50,50,26.63,1331.5,4,Received
PO_000651,SUP_001,PRD_0007,WH_3,2024-12-08,2024-12-13,2024-12-14,50,50,26.07,1303.5,6,Received
PO_000652,SUP_004,PRD_0013,WH_1,2024-12-08,2024-12-15,2024-12-13,176,176,27.47,4834.72,5,Received
PO_000653,SUP_002,PRD_0019,WH_2,2024-12-08,2025-01-02,,200,0,24.22,4844.0,,In Transit
PO_000654,SUP_001,PRD_0007,WH_1,2024-12-09,2024-12-14,2024-12-15,50,50,26.05,1302.5,6,Received
PO_000655,SUP_004,PRD_0013,WH_5,2024-12-09,2024-12-16,2024-12-15,75,75,28.33,2124.75,6,Received
PO_000656,SUP_002,PRD_0019,WH_2,2024-12-09,2025-01-03,,200,0,24.15,4830.0,,In Transit
PO_000657,SUP_008,PRD_0028,WH_3,2024-12-09,2024-12-23,2024-12-25,100,90,12.74,1274.0,16,Partially Received
PO_000658,SUP_004,PRD_0013,WH_2,2024-12-10,2024-12-17,2024-12-16,129,129,27.26,3516.54,6,Received
PO_000659,SUP_002,PRD_0019,WH_2,2024-12-10,2025-01-04,,200,0,23.92,4784.0,,In Transit
PO_000660,SUP_007,PRD_0015,WH_2,2024-12-11,2025-01-02,,180,0,37.44,6739.2,,In Transit
PO_000661,SUP_002,PRD_0019,WH_2,2024-12-11,2025-01-05,,200,0,23.36,4672.0,,In Transit
PO_000662,SUP_002,PRD_0021,WH_3,2024-12-11,2025-01-05,,200,0,32.5,6500.0,,In Transit
